latitude,longitude,brightness,scan,track,satellite,instrument,confidence,version,bright_t31,frp,daynight,type,date,time
27.27,84.7999,318,1.4,1.2,Terra,MODIS,58,6.03,298.7,16.3,D,0,26-Mar-2021,5:22:00 AM
27.5097,84.6145,310.1,1.3,1.1,Terra,MODIS,35,6.03,297,8.1,D,0,26-Mar-2021,5:22:00 AM
27.5331,84.6609,341.7,1.3,1.1,Terra,MODIS,91,6.03,297.6,63.9,D,0,26-Mar-2021,5:22:00 AM
27.7214,82.6552,320.2,1.1,1,Terra,MODIS,57,6.03,306.7,9.9,D,0,26-Mar-2021,5:22:00 AM
27.629,83.8104,313.1,1.2,1.1,Terra,MODIS,55,6.03,302.2,6.8,D,0,26-Mar-2021,5:22:00 AM
27.5354,84.6477,333.2,1.3,1.1,Terra,MODIS,86,6.03,297,44,D,0,26-Mar-2021,5:22:00 AM
27.5858,83.9327,351.1,1.2,1.1,Terra,MODIS,96,6.03,304.4,76.1,D,0,26-Mar-2021,5:22:00 AM
27.5838,83.9449,317.4,1.2,1.1,Terra,MODIS,66,6.03,303.8,10,D,0,26-Mar-2021,5:22:00 AM
27.1139,85.3309,314.7,1.5,1.2,Terra,MODIS,62,6.03,301.7,10.6,D,0,26-Mar-2021,5:22:00 AM
27.9885,85.81,316.6,1.5,1.2,Terra,MODIS,77,6.03,294.3,26.4,D,0,26-Mar-2021,5:22:00 AM
27.1917,85.3528,311.6,1.5,1.2,Terra,MODIS,43,6.03,298.8,8.7,D,0,26-Mar-2021,5:22:00 AM
28.2751,81.8283,311.8,1,1,Terra,MODIS,31,6.03,299.8,5.3,D,0,26-Mar-2021,5:22:00 AM
28.2165,84.2264,308.6,1.2,1.1,Terra,MODIS,60,6.03,297.4,6,D,0,26-Mar-2021,5:22:00 AM
26.7768,86.9291,314.5,1.9,1.4,Terra,MODIS,52,6.03,301.5,13,D,0,26-Mar-2021,5:22:00 AM
27.3157,84.9649,320.6,1.4,1.2,Terra,MODIS,70,6.03,299.5,19.6,D,0,26-Mar-2021,5:22:00 AM
27.3181,84.9512,322,1.4,1.2,Terra,MODIS,72,6.03,300.6,21.8,D,0,26-Mar-2021,5:22:00 AM
27.1378,85.2602,327.7,1.5,1.2,Terra,MODIS,81,6.03,302.3,33.4,D,0,26-Mar-2021,5:22:00 AM
29.4876,80.8077,327.7,1,1,Terra,MODIS,81,6.03,302.8,18.5,D,0,26-Mar-2021,5:22:00 AM
28.248,84.0432,308.1,1.2,1.1,Terra,MODIS,55,6.03,297.8,4.8,D,0,26-Mar-2021,5:22:00 AM
27.805,83.7895,310.9,1.2,1.1,Terra,MODIS,42,6.03,299.7,5.6,D,0,26-Mar-2021,5:22:00 AM
29.2376,81.0041,317.8,1,1,Terra,MODIS,60,6.03,305.6,7.8,D,0,26-Mar-2021,5:22:00 AM
29.2332,81.0345,319.2,1,1,Terra,MODIS,69,6.03,304.7,9.5,D,0,26-Mar-2021,5:22:00 AM
29.1784,81.2221,323.1,1,1,Terra,MODIS,78,6.03,301.9,13,D,0,26-Mar-2021,5:22:00 AM
29.1015,81.0555,312.8,1,1,Terra,MODIS,43,6.03,301.5,5,D,0,26-Mar-2021,5:22:00 AM
28.1572,83.8385,319.1,1.2,1.1,Terra,MODIS,73,6.03,299.7,13.5,D,0,26-Mar-2021,5:22:00 AM
28.1591,83.8272,322.2,1.2,1.1,Terra,MODIS,77,6.03,300.6,17.8,D,0,26-Mar-2021,5:22:00 AM
28.0714,82.0718,317.9,1,1,Terra,MODIS,64,6.03,300.2,10.2,D,0,26-Mar-2021,5:22:00 AM
28.0544,82.1214,312.5,1,1,Terra,MODIS,16,6.03,300.3,5.5,D,0,26-Mar-2021,5:22:00 AM
28.3725,82.8539,317,1.1,1,Terra,MODIS,63,6.03,299.7,10.2,D,0,26-Mar-2021,5:22:00 AM
27.722,83.8088,313.2,1.2,1.1,Terra,MODIS,48,6.03,300.7,7.3,D,0,26-Mar-2021,5:22:00 AM
28.3743,82.8428,315.7,1.1,1,Terra,MODIS,63,6.03,302,9.3,D,0,26-Mar-2021,5:22:00 AM
29.4861,80.8179,333.3,1,1,Terra,MODIS,86,6.03,303.7,26.3,D,0,26-Mar-2021,5:22:00 AM
27.0876,87.2179,314.6,2,1.4,Terra,MODIS,63,6.03,299,19.2,D,0,26-Mar-2021,5:22:00 AM
27.356,84.4333,310.9,1.3,1.1,Terra,MODIS,41,6.03,297.3,8.9,D,0,26-Mar-2021,5:22:00 AM
29.0451,81.06,317.3,1,1,Terra,MODIS,62,6.03,298.7,9.1,D,0,26-Mar-2021,5:22:00 AM
28.9608,81.0067,317.1,1,1,Terra,MODIS,67,6.03,302,9.1,D,0,26-Mar-2021,5:22:00 AM
28.9059,81.0693,310.8,1,1,Terra,MODIS,42,6.03,299,4.2,D,0,26-Mar-2021,5:22:00 AM
27.6792,86.105,307.6,1.6,1.3,Terra,MODIS,37,6.03,296.6,7.8,D,0,26-Mar-2021,5:22:00 AM
27.5241,85.0552,326.9,1.4,1.2,Terra,MODIS,81,6.03,293.3,33.9,D,0,26-Mar-2021,5:22:00 AM
28.7422,82.0336,313.3,1,1,Terra,MODIS,36,6.03,302.6,7,D,0,26-Mar-2021,5:22:00 AM
27.4545,84.58,309.7,1.3,1.1,Terra,MODIS,6,6.03,297.4,7.2,D,0,26-Mar-2021,5:22:00 AM
27.4476,84.6198,310.4,1.3,1.1,Terra,MODIS,38,6.03,296.6,8.8,D,0,26-Mar-2021,5:22:00 AM
27.1183,86.7346,312.7,1.8,1.3,Terra,MODIS,63,6.03,298.6,14.4,D,0,26-Mar-2021,5:22:00 AM
27.0505,86.7317,322,1.8,1.3,Terra,MODIS,77,6.03,297.1,34.3,D,0,26-Mar-2021,5:22:00 AM
27.4342,84.5763,309.8,1.3,1.1,Terra,MODIS,20,6.03,297.5,6.4,D,0,26-Mar-2021,5:22:00 AM
27.4055,85.3194,314.6,1.5,1.2,Terra,MODIS,42,6.03,299,13,D,0,26-Mar-2021,5:22:00 AM
27.4243,85.3986,311.2,1.5,1.2,Terra,MODIS,58,6.03,298,11,D,0,26-Mar-2021,5:22:00 AM
27.4479,85.3278,309.2,1.5,1.2,Terra,MODIS,47,6.03,297.8,9.8,D,0,26-Mar-2021,5:22:00 AM
28.6288,81.931,318.5,1,1,Terra,MODIS,72,6.03,301,10.2,D,0,26-Mar-2021,5:22:00 AM
27.9273,82.5218,314.3,1.1,1,Terra,MODIS,52,6.03,300.8,7,D,0,26-Mar-2021,5:22:00 AM
27.934,82.5289,313.9,1.1,1,Terra,MODIS,44,6.03,302,4.9,D,0,26-Mar-2021,5:22:00 AM
27.9357,82.5183,323.6,1.1,1,Terra,MODIS,75,6.03,301.8,14.6,D,0,26-Mar-2021,5:22:00 AM
27.9526,82.4126,315.6,1.1,1,Terra,MODIS,42,6.03,303.2,6.4,D,0,26-Mar-2021,5:22:00 AM
27.7356,83.2361,313.2,1.1,1.1,Terra,MODIS,55,6.03,301.3,7,D,0,26-Mar-2021,5:22:00 AM
28.9755,81.1613,314.2,1,1,Terra,MODIS,63,6.03,300.7,6.5,D,0,26-Mar-2021,5:22:00 AM
28.7547,81.34,310.1,1,1,Terra,MODIS,38,6.03,299.1,4.7,D,0,26-Mar-2021,5:22:00 AM
27.047,86.7496,312.2,1.9,1.3,Terra,MODIS,54,6.03,297,13,D,0,26-Mar-2021,5:22:00 AM
28.4048,81.8868,316.4,1,1,Terra,MODIS,67,6.03,302.6,8.1,D,0,26-Mar-2021,5:22:00 AM
27.8039,85.9392,316.1,1.6,1.2,Terra,MODIS,59,6.03,298.3,18.8,D,0,26-Mar-2021,5:22:00 AM
27.8003,85.9496,315,1.6,1.2,Terra,MODIS,73,6.03,299.7,18.2,D,0,26-Mar-2021,5:22:00 AM
27.7374,83.2248,315.4,1.1,1.1,Terra,MODIS,62,6.03,301.2,9.4,D,0,26-Mar-2021,5:22:00 AM
27.7293,82.6513,316.5,1.1,1,Terra,MODIS,31,6.03,304.5,6.8,D,0,26-Mar-2021,5:22:00 AM
26.9638,86.7632,309.1,1.9,1.3,Terra,MODIS,34,6.03,298.2,10.9,D,0,26-Mar-2021,5:22:00 AM
27.1329,85.598,311.9,1.5,1.2,Terra,MODIS,49,6.03,298.3,8.8,D,0,26-Mar-2021,5:22:00 AM
27.6299,83.2255,325.7,1.1,1.1,Terra,MODIS,77,6.03,304.5,18.6,D,0,26-Mar-2021,5:22:00 AM
27.1371,85.5892,312.2,1.5,1.2,Terra,MODIS,57,6.03,299,10.5,D,0,26-Mar-2021,5:22:00 AM
27.8101,83.0761,312.9,1.1,1,Terra,MODIS,51,6.03,302.7,6.3,D,0,26-Mar-2021,5:22:00 AM
27.8291,83.1369,311.4,1.1,1.1,Terra,MODIS,35,6.03,300.4,6.4,D,0,26-Mar-2021,5:22:00 AM
28.4146,83.5493,311.4,1.1,1.1,Terra,MODIS,43,6.03,297.5,6.5,D,0,26-Mar-2021,5:22:00 AM
27.9018,83.4675,310.3,1.1,1.1,Terra,MODIS,36,6.03,298.3,5.4,D,0,26-Mar-2021,5:22:00 AM
27.5317,84.7295,311.5,1.3,1.1,Terra,MODIS,55,6.03,298.5,7.7,D,0,26-Mar-2021,5:22:00 AM
27.9039,83.4548,314,1.1,1.1,Terra,MODIS,61,6.03,297.9,8.7,D,0,26-Mar-2021,5:22:00 AM
28.5839,83.2618,323.8,1.1,1,Terra,MODIS,79,6.03,295.8,22.1,D,0,26-Mar-2021,5:22:00 AM
27.3512,84.8645,311.1,1.4,1.2,Terra,MODIS,54,6.03,295.2,8.8,D,0,26-Mar-2021,5:22:00 AM
27.3522,84.8171,312.3,1.4,1.2,Terra,MODIS,55,6.03,292.2,11.5,D,0,26-Mar-2021,5:22:00 AM
29.1352,80.8228,327.8,1,1,Terra,MODIS,82,6.03,297.8,24,D,0,26-Mar-2021,5:22:00 AM
29.1367,80.8127,318.5,1,1,Terra,MODIS,71,6.03,297,13.7,D,0,26-Mar-2021,5:22:00 AM
29.1601,80.7127,309.7,1,1,Terra,MODIS,20,6.03,295.5,5.6,D,0,26-Mar-2021,5:22:00 AM
28.5821,83.2731,338.3,1.1,1,Terra,MODIS,90,6.03,299.4,44.7,D,0,26-Mar-2021,5:22:00 AM
28.5677,83.3604,327.5,1.1,1.1,Terra,MODIS,82,6.03,294.1,26.9,D,0,26-Mar-2021,5:22:00 AM
27.291,86.0084,309,1.6,1.3,Terra,MODIS,46,6.03,297,9.6,D,0,26-Mar-2021,5:22:00 AM
27.6317,83.2142,318.2,1.1,1.1,Terra,MODIS,64,6.03,303.4,9.8,D,0,26-Mar-2021,5:22:00 AM
26.9757,86.7655,311.9,1.9,1.3,Terra,MODIS,54,6.03,298.1,14.6,D,0,26-Mar-2021,5:22:00 AM
27.5513,84.9031,318.6,1.4,1.2,Terra,MODIS,73,6.03,297.9,17.6,D,0,26-Mar-2021,5:22:00 AM
27.5535,84.8911,326.3,1.4,1.2,Terra,MODIS,81,6.03,299.6,30.2,D,0,26-Mar-2021,5:22:00 AM
28.5166,81.6361,316,1,1,Terra,MODIS,65,6.03,302.9,7.4,D,0,26-Mar-2021,5:22:00 AM
28.4418,81.7051,316.9,1,1,Terra,MODIS,59,6.03,301.7,7.8,D,0,26-Mar-2021,5:22:00 AM
28.4006,81.6706,317.1,1,1,Terra,MODIS,47,6.03,304.2,7.8,D,0,26-Mar-2021,5:22:00 AM
28.5657,83.3724,319.5,1.1,1.1,Terra,MODIS,67,6.03,296.5,17.6,D,0,26-Mar-2021,5:22:00 AM
29.0474,80.5328,313.1,1,1,Terra,MODIS,55,6.03,301.1,5.2,D,0,26-Mar-2021,5:22:00 AM
29.1818,80.4962,312.8,1,1,Terra,MODIS,57,6.03,299.4,5.8,D,0,26-Mar-2021,5:22:00 AM
27.5037,86.0495,309.1,1.6,1.3,Terra,MODIS,56,6.03,298.2,8.6,D,0,26-Mar-2021,5:22:00 AM
29.6881,80.364,318,1,1,Terra,MODIS,69,6.03,299.9,9.7,D,0,26-Mar-2021,5:22:00 AM
27.9145,84.6,314.2,1.3,1.1,Terra,MODIS,62,6.03,302.2,11,D,0,26-Mar-2021,5:22:00 AM
29.2481,81.1891,316.3,1,1,Terra,MODIS,52,6.03,302.5,6.7,D,0,26-Mar-2021,5:22:00 AM
28.2114,81.9421,314.5,1,1,Terra,MODIS,31,6.03,299.6,6.2,D,0,26-Mar-2021,5:22:00 AM
28.6298,81.9844,318.6,1,1,Terra,MODIS,55,6.03,304.9,9.1,D,0,26-Mar-2021,5:22:00 AM
28.2018,81.9449,317.2,1,1,Terra,MODIS,46,6.03,299.9,8.7,D,0,26-Mar-2021,5:22:00 AM
27.5934,84.9673,315.2,1.4,1.2,Terra,MODIS,67,6.03,296.2,16.6,D,0,26-Mar-2021,5:22:00 AM
27.5346,85.0567,314.7,1.4,1.2,Terra,MODIS,58,6.03,292.9,14.7,D,0,26-Mar-2021,5:22:00 AM
28.3601,81.5107,322.2,1,1,Terra,MODIS,74,6.03,303.5,13.5,D,0,26-Mar-2021,5:22:00 AM
28.2961,81.5091,312.9,1,1,Terra,MODIS,37,6.03,301.4,5,D,0,26-Mar-2021,5:22:00 AM
27.8698,82.18,318.5,1,1,Terra,MODIS,63,6.03,303.8,9,D,0,26-Mar-2021,5:22:00 AM
27.9255,82.1761,315.4,1,1,Terra,MODIS,55,6.03,300.2,8,D,0,26-Mar-2021,5:22:00 AM
27.4227,84.8228,311.4,1.4,1.2,Terra,MODIS,43,6.03,291.9,11.3,D,0,26-Mar-2021,5:22:00 AM
27.8755,83.5073,314.5,1.2,1.1,Terra,MODIS,51,6.03,301.8,8,D,0,26-Mar-2021,5:22:00 AM
27.0087,85.7806,318.2,1.6,1.2,Terra,MODIS,69,6.03,302.7,17,D,0,26-Mar-2021,5:22:00 AM
28.3433,81.8055,311.1,1,1,Terra,MODIS,32,6.03,300.6,4.6,D,0,26-Mar-2021,5:22:00 AM
28.0669,84.1952,308.7,1.2,1.1,Terra,MODIS,49,6.03,297.2,6.5,D,0,26-Mar-2021,5:22:00 AM
28.5366,81.442,312.8,1,1,Terra,MODIS,55,6.03,300.2,6.6,D,0,26-Mar-2021,5:22:00 AM
27.0056,85.7907,316.3,1.6,1.2,Terra,MODIS,53,6.03,302.9,12.4,D,0,26-Mar-2021,5:22:00 AM
27.9809,83.6077,315.2,1.2,1.1,Terra,MODIS,63,6.03,301.1,9.5,D,0,26-Mar-2021,5:22:00 AM
28.2462,81.8963,313,1,1,Terra,MODIS,50,6.03,301.5,5.2,D,0,26-Mar-2021,5:22:00 AM
27.1177,87.6113,314.9,2.1,1.4,Terra,MODIS,68,6.03,301.2,23,D,0,26-Mar-2021,5:22:00 AM
27.1179,87.6184,313.9,2.1,1.4,Terra,MODIS,68,6.03,300.9,20.8,D,0,26-Mar-2021,5:22:00 AM
28.0735,81.9986,323.4,1,1,Terra,MODIS,74,6.03,300.5,16.1,D,0,26-Mar-2021,5:22:00 AM
27.7797,83.4411,314.9,1.1,1.1,Terra,MODIS,62,6.03,304.4,8.9,D,0,26-Mar-2021,5:22:00 AM
27.3183,84.9365,308.5,3.7,1.8,Aqua,MODIS,45,6.03,294.9,23.8,D,0,26-Mar-2021,6:57:00 AM
27.0837,85.9254,313.9,3.2,1.7,Aqua,MODIS,64,6.03,302.1,29.6,D,0,26-Mar-2021,6:57:00 AM
27.3101,87.9629,321.3,2.3,1.5,Aqua,MODIS,80,6.03,293.9,60.7,D,0,26-Mar-2021,6:57:00 AM
26.9844,87.4205,320.3,2.5,1.5,Aqua,MODIS,76,6.03,302.3,39.1,D,0,26-Mar-2021,6:57:00 AM
26.9779,87.4247,325.4,2.5,1.5,Aqua,MODIS,83,6.03,303.8,62,D,0,26-Mar-2021,6:57:00 AM
27.1089,87.6159,318.5,2.4,1.5,Aqua,MODIS,62,6.03,301.5,32.7,D,0,26-Mar-2021,6:57:00 AM
27.1226,87.6145,352.9,2.4,1.5,Aqua,MODIS,97,6.03,303,224.7,D,0,26-Mar-2021,6:57:00 AM
27.0286,86.7674,309.8,2.8,1.6,Aqua,MODIS,59,6.03,297.6,18.1,D,0,26-Mar-2021,6:57:00 AM
27.7157,84.9278,309.2,3.6,1.8,Aqua,MODIS,57,6.03,294.1,37.8,D,0,26-Mar-2021,6:57:00 AM
27.0241,86.7308,313.1,2.8,1.6,Aqua,MODIS,47,6.03,298.7,27.6,D,0,26-Mar-2021,6:57:00 AM
26.9737,87.4038,317.2,2.5,1.5,Aqua,MODIS,75,6.03,300.6,30.8,D,0,26-Mar-2021,6:57:00 AM
27.3103,84.9313,310,3.7,1.8,Aqua,MODIS,65,6.03,295.1,31.3,D,0,26-Mar-2021,6:57:00 AM
26.9294,87.4643,311.7,2.5,1.5,Aqua,MODIS,66,6.03,300.1,19.7,D,0,26-Mar-2021,6:57:00 AM
27.7072,84.938,310.7,3.6,1.8,Aqua,MODIS,63,6.03,294.4,46.4,D,0,26-Mar-2021,6:57:00 AM
27.5114,84.6227,308.3,3.8,1.8,Aqua,MODIS,58,6.03,295.7,33.1,D,0,26-Mar-2021,6:57:00 AM
27.117,87.607,352.2,2.4,1.5,Aqua,MODIS,97,6.03,305.5,220.1,D,0,26-Mar-2021,6:57:00 AM
27.1177,87.5901,333,2.5,1.5,Aqua,MODIS,88,6.03,303.2,92.9,D,0,26-Mar-2021,6:57:00 AM
27.526,84.6539,308.3,3.8,1.8,Aqua,MODIS,56,6.03,295.2,31.7,D,0,26-Mar-2021,6:57:00 AM
26.9928,87.498,315.7,2.5,1.5,Aqua,MODIS,74,6.03,302.3,26.3,D,0,26-Mar-2021,6:57:00 AM
27.3133,87.9676,319.8,2.3,1.5,Aqua,MODIS,75,6.03,293.1,52,D,0,26-Mar-2021,6:57:00 AM
27.022,86.7356,315.9,2.8,1.6,Aqua,MODIS,74,6.03,298.8,40.9,D,0,26-Mar-2021,6:57:00 AM
27.0862,87.5726,318.2,2.5,1.5,Aqua,MODIS,36,6.03,303,31.1,D,0,26-Mar-2021,6:57:00 AM
27.0306,86.7609,312.6,2.8,1.6,Aqua,MODIS,44,6.03,297.8,24.7,D,0,26-Mar-2021,6:57:00 AM
28.8115,82.3259,314.1,4.8,2,Aqua,MODIS,18,6.03,301.2,55.8,D,0,26-Mar-2021,8:35:00 AM
28.6864,82.3178,315.8,4.7,2,Aqua,MODIS,45,6.03,304.3,53.7,D,0,26-Mar-2021,8:35:00 AM
28.6866,82.3103,316,4.7,2,Aqua,MODIS,44,6.03,305,62.5,D,0,26-Mar-2021,8:35:00 AM
29.4861,81.0292,325.6,3.9,1.8,Aqua,MODIS,77,6.03,305.9,107.2,D,0,26-Mar-2021,8:36:00 AM
29.1567,81.214,317.1,4,1.9,Aqua,MODIS,56,6.03,304.7,49.8,D,0,26-Mar-2021,8:36:00 AM
29.1734,81.2119,318.5,4,1.9,Aqua,MODIS,61,6.03,305.2,58.1,D,0,26-Mar-2021,8:36:00 AM
29.4796,81.0395,323.3,3.9,1.8,Aqua,MODIS,63,6.03,305.4,82.4,D,0,26-Mar-2021,8:36:00 AM
29.4789,80.789,316.2,3.8,1.8,Aqua,MODIS,42,6.03,302.7,37.1,D,0,26-Mar-2021,8:36:00 AM
26.916,86.5601,301.8,1,1,Terra,MODIS,44,6.03,290.9,4.8,N,0,26-Mar-2021,4:20:00 PM
27.0703,85.9981,303.5,1.1,1,Terra,MODIS,55,6.03,292,5.8,N,0,26-Mar-2021,4:20:00 PM
27.0944,87.5746,303.1,1,1,Terra,MODIS,53,6.03,289.5,6.2,N,0,26-Mar-2021,4:20:00 PM
26.8116,86.8443,306.7,1,1,Terra,MODIS,62,6.03,293.8,6.4,N,0,26-Mar-2021,4:20:00 PM
27.1447,85.6014,302.7,1.1,1.1,Terra,MODIS,41,6.03,292.5,5.5,N,0,26-Mar-2021,4:20:00 PM
26.9606,86.7314,307.6,1,1,Terra,MODIS,72,6.03,290,9.1,N,0,26-Mar-2021,4:20:00 PM
26.8562,86.2224,303.8,1.1,1,Terra,MODIS,57,6.03,293.5,6,N,0,26-Mar-2021,4:20:00 PM
26.974,87.1927,306.1,1,1,Terra,MODIS,67,6.03,290.7,7.5,N,0,26-Mar-2021,4:20:00 PM
27.2372,87.7369,301.7,1,1,Terra,MODIS,44,6.03,289.3,5.4,N,0,26-Mar-2021,4:20:00 PM
27.1859,85.3444,304.8,1.1,1.1,Terra,MODIS,45,6.03,293.1,6.8,N,0,26-Mar-2021,4:20:00 PM
26.9651,86.4541,303,1,1,Terra,MODIS,48,6.03,292.2,5,N,0,26-Mar-2021,4:20:00 PM
27.2136,85.455,304,1.1,1.1,Terra,MODIS,58,6.03,291.7,6.9,N,0,26-Mar-2021,4:20:00 PM
27.0896,87.6677,308,1,1,Terra,MODIS,73,6.03,287.9,10,N,0,26-Mar-2021,4:20:00 PM
27.1714,85.2826,301.8,1.1,1.1,Terra,MODIS,44,6.03,291,5.6,N,0,26-Mar-2021,4:20:00 PM
26.9635,86.4434,302.9,1,1,Terra,MODIS,46,6.03,291.1,4.9,N,0,26-Mar-2021,4:20:00 PM
26.8101,86.834,311.4,1,1,Terra,MODIS,82,6.03,293.7,10,N,0,26-Mar-2021,4:20:00 PM
26.874,87.5831,302.3,1,1,Terra,MODIS,36,6.03,284.1,6.7,N,0,26-Mar-2021,4:20:00 PM
27.0896,87.2265,304.4,1,1,Terra,MODIS,60,6.03,289.7,6.6,N,0,26-Mar-2021,4:20:00 PM
26.7033,86.8607,303.6,1,1,Terra,MODIS,56,6.03,293.2,4.8,N,0,26-Mar-2021,4:20:00 PM
28.2006,83.6147,305.3,1.3,1.1,Terra,MODIS,64,6.03,287.5,11.6,N,0,26-Mar-2021,4:21:00 PM
27.976,84.9637,314,1.2,1.1,Terra,MODIS,88,6.03,289.1,17.4,N,0,26-Mar-2021,4:21:00 PM
27.4157,84.7507,304.4,1.2,1.1,Terra,MODIS,41,6.03,292.4,6.9,N,0,26-Mar-2021,4:21:00 PM
27.4077,84.7025,301.8,1.2,1.1,Terra,MODIS,27,6.03,290.9,4.8,N,0,26-Mar-2021,4:21:00 PM
27.3194,84.7889,304.1,1.2,1.1,Terra,MODIS,58,6.03,290.9,7.5,N,0,26-Mar-2021,4:21:00 PM
28.0306,85.24,306.1,1.1,1.1,Terra,MODIS,67,6.03,280.8,11.8,N,0,26-Mar-2021,4:21:00 PM
27.5319,84.6385,302.2,1.2,1.1,Terra,MODIS,39,6.03,289.4,6.6,N,0,26-Mar-2021,4:21:00 PM
27.2722,85.3967,307.8,1.1,1.1,Terra,MODIS,33,6.03,292.5,7.7,N,0,26-Mar-2021,4:21:00 PM
28.0527,85.1963,316.5,1.1,1.1,Terra,MODIS,93,6.03,288.4,19.8,N,0,26-Mar-2021,4:21:00 PM
28.049,84.7846,300.3,1.2,1.1,Terra,MODIS,23,6.03,289.9,5.8,N,0,26-Mar-2021,4:21:00 PM
27.4422,84.4752,304.2,1.2,1.1,Terra,MODIS,39,6.03,293.3,6.7,N,0,26-Mar-2021,4:21:00 PM
27.5318,85.0165,303.4,1.2,1.1,Terra,MODIS,49,6.03,288.2,7.5,N,0,26-Mar-2021,4:21:00 PM
27.3095,84.7289,304.4,1.2,1.1,Terra,MODIS,22,6.03,291.4,6.9,N,0,26-Mar-2021,4:21:00 PM
27.3011,85.3036,303.7,1.1,1.1,Terra,MODIS,56,6.03,292,6.2,N,0,26-Mar-2021,4:21:00 PM
27.5181,84.8719,301.1,1.2,1.1,Terra,MODIS,37,6.03,291,5.5,N,0,26-Mar-2021,4:21:00 PM
27.5019,83.9222,308.3,1.3,1.1,Terra,MODIS,67,6.03,295.4,9.9,N,0,26-Mar-2021,4:21:00 PM
27.5025,83.9145,305,1.3,1.1,Terra,MODIS,15,6.03,295,6.3,N,0,26-Mar-2021,4:21:00 PM
28.3801,82.2343,334.1,1.6,1.3,Terra,MODIS,100,6.03,289.7,73.8,N,0,26-Mar-2021,4:21:00 PM
28.3772,82.2183,309.7,1.6,1.3,Terra,MODIS,78,6.03,287.6,22.5,N,0,26-Mar-2021,4:21:00 PM
27.3173,85.4041,303.6,1.1,1.1,Terra,MODIS,56,6.03,290.9,6.4,N,0,26-Mar-2021,4:21:00 PM
27.3246,85.4499,303.8,1.1,1.1,Terra,MODIS,57,6.03,292.4,6.5,N,0,26-Mar-2021,4:21:00 PM
27.2766,85.2732,303,1.1,1.1,Terra,MODIS,53,6.03,290.2,6,N,0,26-Mar-2021,4:21:00 PM
27.2873,85.399,304,1.1,1.1,Terra,MODIS,58,6.03,292.3,6.4,N,0,26-Mar-2021,4:21:00 PM
27.2891,85.4101,312.7,1.1,1.1,Terra,MODIS,85,6.03,292.2,13.6,N,0,26-Mar-2021,4:21:00 PM
27.6233,84.6441,305.7,1.2,1.1,Terra,MODIS,63,6.03,292.5,8.6,N,0,26-Mar-2021,4:21:00 PM
27.5336,85.0271,304.2,1.2,1.1,Terra,MODIS,39,6.03,289,7.7,N,0,26-Mar-2021,4:21:00 PM
27.4009,85.2894,302.9,1.1,1.1,Terra,MODIS,52,6.03,291.7,6.1,N,0,26-Mar-2021,4:21:00 PM
27.8541,85.3525,300.2,1.1,1.1,Terra,MODIS,23,6.03,288.6,5.8,N,0,26-Mar-2021,4:21:00 PM
27.6522,84.6842,304.3,1.2,1.1,Terra,MODIS,59,6.03,291.9,7,N,0,26-Mar-2021,4:21:00 PM
27.2833,85.406,318.1,1.1,1.1,Terra,MODIS,96,6.03,292.6,17.6,N,0,26-Mar-2021,4:21:00 PM
28.0483,83.8579,310.6,1.3,1.1,Terra,MODIS,80,6.03,288.4,15.7,N,0,26-Mar-2021,4:21:00 PM
27.4842,84.6061,303.5,1.2,1.1,Terra,MODIS,18,6.03,293,5.6,N,0,26-Mar-2021,4:21:00 PM
27.978,84.9755,312.1,1.2,1.1,Terra,MODIS,84,6.03,288.4,15.7,N,0,26-Mar-2021,4:21:00 PM
27.3126,85.254,301.7,1.1,1.1,Terra,MODIS,43,6.03,291.1,5.2,N,0,26-Mar-2021,4:21:00 PM
27.3115,84.7409,307,1.2,1.1,Terra,MODIS,41,6.03,291.7,8.9,N,0,26-Mar-2021,4:21:00 PM
27.65,84.6711,307.1,1.2,1.1,Terra,MODIS,64,6.03,292.4,8.7,N,0,26-Mar-2021,4:21:00 PM
27.8484,84.6305,304.5,1.2,1.1,Terra,MODIS,60,6.03,291.2,8.4,N,0,26-Mar-2021,4:21:00 PM
28.0543,85.2064,308.2,1.1,1.1,Terra,MODIS,74,6.03,289.3,12.3,N,0,26-Mar-2021,4:21:00 PM
27.2773,84.7909,306.2,1.2,1.1,Terra,MODIS,40,6.03,291,8.7,N,0,26-Mar-2021,4:21:00 PM
27.9257,85.0426,302.7,1.1,1.1,Terra,MODIS,51,6.03,285.5,7.8,N,0,26-Mar-2021,4:21:00 PM
27.8967,85.1043,302,1.1,1.1,Terra,MODIS,46,6.03,289.9,6.7,N,0,26-Mar-2021,4:21:00 PM
27.5289,84.633,300.7,1.2,1.1,Terra,MODIS,17,6.03,289.4,5.3,N,0,26-Mar-2021,4:21:00 PM
27.9275,85.0538,303.7,1.1,1.1,Terra,MODIS,57,6.03,286.6,8.5,N,0,26-Mar-2021,4:21:00 PM
28.0681,84.5979,301.2,1.2,1.1,Terra,MODIS,38,6.03,289.1,6.6,N,0,26-Mar-2021,4:21:00 PM
27.6597,84.6693,304,1.2,1.1,Terra,MODIS,15,6.03,291.9,6.3,N,0,26-Mar-2021,4:21:00 PM
27.1963,85.0457,308.7,1.2,1.1,Terra,MODIS,75,6.03,291.7,11,N,0,26-Mar-2021,4:21:00 PM
27.4071,85.2064,306.5,1.1,1.1,Terra,MODIS,68,6.03,291.2,8.8,N,0,26-Mar-2021,4:21:00 PM
